"PacFIN_Species_Code","Institution","Year","Sample_ID","Year_Month_Code","Project_ID","CDFW_Vessel_Number","Sample_Number","Port","Capture_Date","Vessel","Fork_Length_mm","Carcass_Fork_Length_mm","Sex","Maturity","Otoliths_Retained","Fin_Clip_Retained","Comments","CRFS_District","RecFIN_Species_Code","Species_Name","Scientific_Name","MANAGEMENT_PLAN_ID","FISHERY_MANAGEMENT_PLAN","SPECIES_GROUP_ID","SPECIES_GROUP_NAME","STOCK_COMPLEX_ID","STOCK_COMPLEX_NAME"
"BANK","NMFS","2024","202411-1012-04990-BANK-290","202411","1012","04990","290","Marina Del Rey",2024-11-01,"Betty-O",281,NA,"M","1","Yes","No",NA,"District 1 - South",8826010156,"Bank Rockfish","Sebastes rufus",2,"Groundfish",15,"Rockfish",12,"Slope Rockfish"
"BCAC","SIO","2023","202309-1012-04990-BCAC-586","202309","1012","04990","586","Marina Del Rey",2023-09-27,"Betty-O",419,401,"F","1","Yes","No","16.5 INCHES WRITTEN ON TAG FOR MEASUREMENT; STAGE 2; FORK LENGTH CONVERTED FROM INCHES MEASUREMENT","District 1 - South",8826010127,"Bocaccio","Sebastes paucispinis",2,"Groundfish",15,"Rockfish",11,"Shelf Rockfish"
"BCAC","HSU","2024","202410-1012-71226-BCAC-639","202410","1012","71226","639","Eureka",2024-10-05,"New Reel Steel",667,673,"F","1","Yes","Yes","Maturity stage: 2","District 6 - Redwood",8826010127,"Bocaccio","Sebastes paucispinis",2,"Groundfish",15,"Rockfish",11,"Shelf Rockfish"
"BCAC","HSU","2024","202410-1012-71226-BCAC-622","202410","1012","71226","622","Eureka",2024-10-06,"New Reel Steel",532,522,"M","1","Yes","Yes","picture taken","District 6 - Redwood",8826010127,"Bocaccio","Sebastes paucispinis",2,"Groundfish",15,"Rockfish",11,"Shelf Rockfish"
"BLCK","HSU","2023","202306-1012-71246-BLCK-2","202306","1012","71246","2","Eureka",2023-06-20,"Scrimshaw",457,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-3","202306","1012","71246","3","Eureka",2023-06-20,"Scrimshaw",463,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-1","202306","1012","71246","1","Eureka",2023-06-20,"Scrimshaw",382,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-6","202306","1012","71246","6","Eureka",2023-06-20,"Scrimshaw",478,NA,"F","0","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-7","202306","1012","71246","7","Eureka",2023-06-20,"Scrimshaw",422,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-8","202306","1012","71246","8","Eureka",2023-06-20,"Scrimshaw",418,NA,"F","0","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-9","202306","1012","71246","9","Eureka",2023-06-20,"Scrimshaw",402,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-10","202306","1012","71246","10","Eureka",2023-06-20,"Scrimshaw",444,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-11","202306","1012","71246","11","Eureka",2023-06-20,"Scrimshaw",452,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-12","202306","1012","71246","12","Eureka",2023-06-20,"Scrimshaw",530,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-13","202306","1012","71246","13","Eureka",2023-06-20,"Scrimshaw",417,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-14","202306","1012","71246","14","Eureka",2023-06-20,"Scrimshaw",515,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-15","202306","1012","71246","15","Eureka",2023-06-20,"Scrimshaw",523,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-16","202306","1012","71246","16","Eureka",2023-06-20,"Scrimshaw",429,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-4","202306","1012","71246","4","Eureka",2023-06-20,"Scrimshaw",455,NA,"F","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-18","202306","1012","71246","18","Eureka",2023-06-20,"Scrimshaw",463,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-19","202306","1012","71246","19","Eureka",2023-06-20,"Scrimshaw",460,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-20","202306","1012","71246","20","Eureka",2023-06-20,"Scrimshaw",445,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-21","202306","1012","71246","21","Eureka",2023-06-20,"Scrimshaw",446,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-22","202306","1012","71246","22","Eureka",2023-06-20,"Scrimshaw",369,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-23","202306","1012","71246","23","Eureka",2023-06-20,"Scrimshaw",464,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-24","202306","1012","71246","24","Eureka",2023-06-20,"Scrimshaw",417,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-25","202306","1012","71246","25","Eureka",2023-06-20,"Scrimshaw",410,NA,"F","0","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-26","202306","1012","71226","26","Eureka",2023-06-19,"New Reel Steel",370,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-27","202306","1012","71226","27","Eureka",2023-06-19,"New Reel Steel",547,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-28","202306","1012","71226","28","Eureka",2023-06-19,"New Reel Steel",462,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-29","202306","1012","71226","29","Eureka",2023-06-19,"New Reel Steel",409,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-30","202306","1012","71226","30","Eureka",2023-06-19,"New Reel Steel",435,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-31","202306","1012","71226","31","Eureka",2023-06-19,"New Reel Steel",460,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-32","202306","1012","71226","32","Eureka",2023-06-19,"New Reel Steel",510,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-33","202306","1012","71226","33","Eureka",2023-06-19,"New Reel Steel",466,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-34","202306","1012","71226","34","Eureka",2023-06-19,"New Reel Steel",455,NA,"M","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-35","202306","1012","71226","35","Eureka",2023-06-19,"New Reel Steel",460,NA,"F","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-36","202306","1012","71226","36","Eureka",2023-06-19,"New Reel Steel",490,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-37","202306","1012","71226","37","Eureka",2023-06-19,"New Reel Steel",450,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-38","202306","1012","71226","38","Eureka",2023-06-19,"New Reel Steel",480,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-39","202306","1012","71226","39","Eureka",2023-06-19,"New Reel Steel",479,NA,"M","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-40","202306","1012","71226","40","Eureka",2023-06-19,"New Reel Steel",425,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-41","202306","1012","71226","41","Eureka",2023-06-19,"New Reel Steel",455,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-42","202306","1012","71226","42","Eureka",2023-06-19,"New Reel Steel",460,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-43","202306","1012","71226","43","Eureka",2023-06-19,"New Reel Steel",405,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-44","202306","1012","71226","44","Eureka",2023-06-19,"New Reel Steel",440,NA,"M","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-5","202306","1012","71246","5","Eureka",2023-06-20,"Scrimshaw",407,NA,"F","0","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-46","202306","1012","71226","46","Eureka",2023-06-19,"New Reel Steel",425,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-47","202306","1012","71226","47","Eureka",2023-06-19,"New Reel Steel",440,NA,"M","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-48","202306","1012","71226","48","Eureka",2023-06-19,"New Reel Steel",400,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-252","202406","1012","29746","252","Emeryville",2024-06-16,"Sea Wolf",315,NA,"F","0","Yes","Yes",NA,"District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71226-BLCK-50","202306","1012","71226","50","Eureka",2023-06-19,"New Reel Steel",460,NA,"F","0","Yes","No","Gut perforated, one otolith broken","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-255","202406","1012","29746","255","Emeryville",2024-06-16,"Sea Wolf",315,NA,"M","0","Yes","Yes",NA,"District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","BML","2024","202407-1012-05978-BLCK-486","202407","1012","05978","486","Shelter Cove",2024-07-11,"Sea Hawk",454,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-257","202406","1012","29746","257","Emeryville",2024-06-16,"Sea Wolf",325,NA,"M","0","Yes","Yes",NA,"District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202307-1012-71226-BLCK-54","202307","1012","71226","54","Eureka",2023-07-05,"New Reel Steel",550,NA,"F","1","Yes","No","Gut perforated","District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-259","202406","1012","29746","259","Emeryville",2024-06-09,"Sea Wolf",294,NA,"M","0","Yes","Yes",NA,"District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-260","202406","1012","29746","260","Emeryville",2024-06-09,"Sea Wolf",257,NA,"F","0","Yes","Yes",NA,"District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","HSU","2023","202306-1012-71246-BLCK-17","202306","1012","71246","17","Eureka",2023-06-20,"Scrimshaw",434,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLCK","MLML","2024","202406-1012-29746-BLCK-262","202406","1012","29746","262","Emeryville",2024-06-09,"Sea Wolf",210,NA,"F","0","Yes","Yes","Species marked as ""Other"", believed to be a black","District 4 - San Francisco",8826010121,"Black Rockfish","Sebastes melanops",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
